real_estate_type,district,governorate,area_m2,bedrooms_number,bathrooms_number,price,general_district,apartment_configuration,bathroom_bedroom_ratio,price_per_sq_m_2
Apartment,Madinaty,Cairo,82.0,2,1,3950000.0,Madinaty,2 - 1,0.5,48170.73
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,166.0,3,2,6500000.0,1st settlement,3 - 2,0.67,39156.63
Apartment,Madinaty,Cairo,169.0,3,3,6500000.0,Madinaty,3 - 3,1.0,38461.54
Apartment,Nasr City,Cairo,240.0,4,3,6750000.0,Nasr City,4 - 3,0.75,28125.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,116.0,2,2,9000000.0,5th settlement,2 - 2,1.0,77586.21
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,126.0,2,2,10351000.0,5th settlement,2 - 2,1.0,82150.79
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,143.0,2,3,8500000.0,5th settlement,2 - 3,1.5,59440.56
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,166.0,3,2,5230000.0,5th settlement,3 - 2,0.67,31506.02
Apartment,Kattameya Gate - Katameya,Cairo,63.0,1,1,1250000.0,Katameya,1 - 1,1.0,19841.27
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,217.0,4,3,11400000.0,1st settlement,4 - 3,0.75,52534.56
Apartment,5th Settlement - New Cairo,Cairo,170.0,3,3,5980000.0,5th settlement,3 - 3,1.0,35176.47
Apartment,5th Settlement - New Cairo,Cairo,184.0,3,3,5250000.0,5th settlement,3 - 3,1.0,28532.61
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,152.0,3,2,13125000.0,5th settlement,3 - 2,0.67,86348.68
Apartment,R8 - New Capital City,Cairo,155.0,3,3,6975000.0,New Capital City,3 - 3,1.0,45000.0
Apartment,R8 - New Capital City,Cairo,190.0,4,3,9050000.0,New Capital City,4 - 3,0.75,47631.58
Apartment,R8 - New Capital City,Cairo,145.0,3,3,6465000.0,New Capital City,3 - 3,1.0,44586.21
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,225.0,4,3,5750000.0,5th settlement,4 - 3,0.75,25555.56
Apartment,1st Settlement - New Cairo,Cairo,115.0,2,2,9000000.0,1st settlement,2 - 2,1.0,78260.87
Apartment,Celia - New Capital City,Cairo,101.0,2,2,4000000.0,New Capital City,2 - 2,1.0,39603.96
Apartment,Privado - Madinaty,Cairo,83.0,2,2,3500000.0,Madinaty,2 - 2,1.0,42168.67
Apartment,Swan Lake Residences - 1st Settlement - New Cairo,Cairo,151.0,3,3,6956000.0,1st settlement,3 - 3,1.0,46066.23
Apartment,Madinaty,Cairo,189.0,3,3,12000000.0,Madinaty,3 - 3,1.0,63492.06
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,200.0,3,2,7700000.0,5th settlement,3 - 2,0.67,38500.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,182.0,3,3,10450000.0,1st settlement,3 - 3,1.0,57417.58
Apartment,Degla View - Mokattam,Cairo,125.0,2,1,2800000.0,Mokattam,2 - 1,0.5,22400.0
Apartment,Sarai - Mostakbal City,Cairo,167.0,3,3,5390000.0,Mostakbal City,3 - 3,1.0,32275.45
Apartment,Cleo East Compound - 5th Settlement - New Cairo,Cairo,140.0,2,3,12400000.0,5th settlement,2 - 3,1.5,88571.43
Apartment,El Koronfel - 1st Settlement - New Cairo,Cairo,225.0,4,3,5250000.0,1st settlement,4 - 3,0.75,23333.33
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,131.0,2,2,16000000.0,5th settlement,2 - 2,1.0,122137.4
Apartment,Sodic East - New Heliopolis,Cairo,129.0,2,2,9100000.0,New Heliopolis,2 - 2,1.0,70542.64
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,5300000.0,5th settlement,2 - 2,1.0,40769.23
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,140.0,2,2,14000000.0,5th settlement,2 - 2,1.0,100000.0
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,152.0,3,3,5900000.0,5th settlement,3 - 3,1.0,38815.79
Apartment,1st Settlement - New Cairo,Cairo,115.0,2,2,8400000.0,1st settlement,2 - 2,1.0,73043.48
Apartment,Rehab City Compound - New Cairo,Cairo,90.0,1,1,5600000.0,Rehab City,1 - 1,1.0,62222.22
Apartment,Madinaty,Cairo,115.0,3,2,6200000.0,Madinaty,3 - 2,0.67,53913.04
Apartment,IL Bosco - New Capital City,Cairo,147.0,3,2,5800000.0,New Capital City,3 - 2,0.67,39455.78
Apartment,Stone Residence Compound - Katameya,Cairo,128.0,2,1,5500000.0,Katameya,2 - 1,0.5,42968.75
Apartment,Stone Park Compound - Katameya,Cairo,152.0,2,2,11800000.0,Katameya,2 - 2,1.0,77631.58
Apartment,5th Settlement - New Cairo,Cairo,195.0,2,2,4513000.0,5th settlement,2 - 2,1.0,23143.59
Apartment,5th Settlement - New Cairo,Cairo,156.0,3,2,10300000.0,5th settlement,3 - 2,0.67,66025.64
Apartment,Haptown - Mostakbal City,Cairo,179.0,3,3,11565273.0,Mostakbal City,3 - 3,1.0,64610.46
Apartment,New Cairo,Cairo,120.0,2,2,4314720.0,Other,2 - 2,1.0,35956.0
Apartment,Sarai - Mostakbal City,Cairo,182.0,3,3,5460000.0,Mostakbal City,3 - 3,1.0,30000.0
Apartment,Stone Residence Compound - Katameya,Cairo,170.0,3,2,12000000.0,Katameya,3 - 2,0.67,70588.24
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,144.0,2,2,13000000.0,5th settlement,2 - 2,1.0,90277.78
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,8000000.0,5th settlement,3 - 3,1.0,50000.0
Apartment,La Verde - New Capital City,Cairo,182.0,3,3,5000000.0,New Capital City,3 - 3,1.0,27472.53
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,183.0,3,3,9300000.0,5th settlement,3 - 3,1.0,50819.67
Apartment,North Rehab - 1st Settlement - New Cairo,Cairo,193.0,3,3,6233000.0,1st settlement,3 - 3,1.0,32295.34
Apartment,Madinaty,Cairo,200.0,3,3,10674000.0,Madinaty,3 - 3,1.0,53370.0
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,133.0,2,2,8000000.0,5th settlement,2 - 2,1.0,60150.38
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,171.0,3,3,3900000.0,5th settlement,3 - 3,1.0,22807.02
Apartment,El Koronfel - 1st Settlement - New Cairo,Cairo,150.0,3,3,3700000.0,1st settlement,3 - 3,1.0,24666.67
Apartment,New Cairo,Cairo,152.0,3,2,5300000.0,Other,3 - 2,0.67,34868.42
Apartment,Bloomfields - Mostakbal City,Cairo,127.0,2,2,9000000.0,Mostakbal City,2 - 2,1.0,70866.14
Apartment,Sarai - Mostakbal City,Cairo,160.0,3,2,4000000.0,Mostakbal City,3 - 2,0.67,25000.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,5440000.0,5th settlement,3 - 3,1.0,34000.0
Apartment,City Oval - New Capital City,Cairo,120.0,2,2,2586810.0,New Capital City,2 - 2,1.0,21556.75
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,162.0,3,3,7000000.0,5th settlement,3 - 3,1.0,43209.88
Apartment,Gardenia Heights - 5th Settlement - New Cairo,Cairo,200.0,4,2,4600000.0,5th settlement,4 - 2,0.5,23000.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,225.0,3,3,10500000.0,5th settlement,3 - 3,1.0,46666.67
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,152.0,3,2,11550000.0,5th settlement,3 - 2,0.67,75986.84
Apartment,Villette Compound - 5th Settlement - New Cairo,Cairo,160.0,2,2,11000000.0,5th settlement,2 - 2,1.0,68750.0
Apartment,Nasr City,Cairo,120.0,3,1,3750000.0,Nasr City,3 - 1,0.33,31250.0
Apartment,Madinaty,Cairo,127.0,3,3,7700000.0,Madinaty,3 - 3,1.0,60629.92
Apartment,Privado - Madinaty,Cairo,101.0,2,2,5000000.0,Madinaty,2 - 2,1.0,49504.95
Apartment,Boutique Village Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,10800000.0,5th settlement,3 - 2,0.67,67500.0
Apartment,Zamalek,Cairo,180.0,3,2,7500000.0,Zamalek,3 - 2,0.67,41666.67
Apartment,At East - Mostakbal City,Cairo,80.0,2,2,6000000.0,Mostakbal City,2 - 2,1.0,75000.0
Apartment,Madinaty,Cairo,133.0,3,2,7100000.0,Madinaty,3 - 2,0.67,53383.46
Apartment,Arabia Compound - 5th Settlement - New Cairo,Cairo,165.0,2,2,5450000.0,5th settlement,2 - 2,1.0,33030.3
Apartment,New Capital City,Cairo,208.0,3,4,7382500.0,New Capital City,3 - 4,1.33,35492.79
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,185.0,3,2,3500000.0,5th settlement,3 - 2,0.67,18918.92
Apartment,Madinaty,Cairo,170.0,4,3,8500000.0,Madinaty,4 - 3,0.75,50000.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,191.0,3,3,14125000.0,5th settlement,3 - 3,1.0,73952.88
Apartment,5th Settlement - New Cairo,Cairo,100.0,2,2,4900000.0,5th settlement,2 - 2,1.0,49000.0
Apartment,Valore Sheraton - Sheraton,Cairo,144.0,2,2,6850000.0,Sheraton,2 - 2,1.0,47569.44
Apartment,5th Settlement - New Cairo,Cairo,127.0,3,3,5300000.0,5th settlement,3 - 3,1.0,41732.28
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,120.0,2,2,8000000.0,5th settlement,2 - 2,1.0,66666.67
Apartment,Notion Compound - 6th Settlement - New Cairo,Cairo,124.0,2,2,10478800.0,6th settlement,2 - 2,1.0,84506.45
Apartment,Nasr City,Cairo,115.0,2,2,5000000.0,Nasr City,2 - 2,1.0,43478.26
Apartment,Galleria Compound - 5th Settlement - New Cairo,Cairo,157.0,3,3,10350000.0,5th settlement,3 - 3,1.0,65923.57
Apartment,5th Settlement - New Cairo,Cairo,160.0,2,2,6150000.0,5th settlement,2 - 2,1.0,38437.5
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,2,8500000.0,5th settlement,3 - 2,0.67,50000.0
Apartment,Al Maram Landmark Compound - 5th Settlement - New Cairo,Cairo,152.0,3,2,13125000.0,5th settlement,3 - 2,0.67,86348.68
Apartment,Sheraton,Cairo,134.0,3,2,3700000.0,Sheraton,3 - 2,0.67,27611.94
Apartment,Madinaty,Cairo,115.0,3,2,9995160.0,Madinaty,3 - 2,0.67,86914.43
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,133.0,2,3,5800000.0,5th settlement,2 - 3,1.5,43609.02
Apartment,One Kattameya - Katameya,Cairo,105.0,2,1,2600000.0,Katameya,2 - 1,0.5,24761.9
Apartment,Madinaty,Cairo,141.0,3,3,7500000.0,Madinaty,3 - 3,1.0,53191.49
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,145.0,3,2,6000000.0,5th settlement,3 - 2,0.67,41379.31
Apartment,Trio Gardens Compound - 5th Settlement - New Cairo,Cairo,205.0,4,3,11000000.0,5th settlement,4 - 3,0.75,53658.54
Apartment,North Rehab - 1st Settlement - New Cairo,Cairo,190.0,3,2,5615000.0,1st settlement,3 - 2,0.67,29552.63
Apartment,North Rehab - 1st Settlement - New Cairo,Cairo,183.0,3,3,5415500.0,1st settlement,3 - 3,1.0,29592.9
Apartment,Nasr City,Cairo,165.0,3,1,3300000.0,Nasr City,3 - 1,0.33,20000.0
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,160.0,2,3,7070000.0,5th settlement,2 - 3,1.5,44187.5
Apartment,Privado - Madinaty,Cairo,65.0,1,1,6400000.0,Madinaty,1 - 1,1.0,98461.54
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,181.0,3,3,14700000.0,5th settlement,3 - 3,1.0,81215.47
Apartment,One Kattameya - Katameya,Cairo,205.0,4,3,3050000.0,Katameya,4 - 3,0.75,14878.05
Apartment,Degla Landmark Compound - Nasr City,Cairo,62.0,1,1,1300000.0,Nasr City,1 - 1,1.0,20967.74
Apartment,Village Gardens Katameya Compound - 5th Settlement - New Cairo,Cairo,174.0,2,2,9000000.0,5th settlement,2 - 2,1.0,51724.14
Apartment,Al Maqsad - New Capital City,Cairo,122.0,3,2,2500000.0,New Capital City,3 - 2,0.67,20491.8
Apartment,Madinaty,Cairo,68.0,2,1,5200000.0,Madinaty,2 - 1,0.5,76470.59
Apartment,L’Avenir - Mostakbal City,Cairo,160.0,3,3,3900000.0,Mostakbal City,3 - 3,1.0,24375.0
Apartment,Degla Landmark Compound - Nasr City,Cairo,115.0,3,3,2850000.0,Nasr City,3 - 3,1.0,24782.61
Apartment,Sarai - Mostakbal City,Cairo,112.0,2,2,4200000.0,Mostakbal City,2 - 2,1.0,37500.0
Apartment,Shorouk City,Cairo,235.0,3,2,5000000.0,Shorouk City,3 - 2,0.67,21276.6
Apartment,Mountain View 1.1 - 1st Settlement - New Cairo,Cairo,140.0,3,3,14700000.0,1st settlement,3 - 3,1.0,105000.0
Apartment,Sheraton,Cairo,138.0,2,1,6930000.0,Sheraton,2 - 1,0.5,50217.39
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,172.0,3,3,5600000.0,5th settlement,3 - 3,1.0,32558.14
Apartment,5th Settlement - New Cairo,Cairo,152.0,3,2,7335000.0,5th settlement,3 - 2,0.67,48256.58
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,153.0,3,2,14515000.0,5th settlement,3 - 2,0.67,94869.28
Apartment,Haptown - Mostakbal City,Cairo,168.0,2,2,5500000.0,Mostakbal City,2 - 2,1.0,32738.1
Apartment,Hyde Park Central - New Cairo,Cairo,150.0,3,2,12000000.0,Other,3 - 2,0.67,80000.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,210.0,3,3,9000000.0,5th settlement,3 - 3,1.0,42857.14
Apartment,5th Settlement - New Cairo,Cairo,200.0,3,2,6750000.0,5th settlement,3 - 2,0.67,33750.0
Apartment,Madinaty,Cairo,116.0,3,2,7000000.0,Madinaty,3 - 2,0.67,60344.83
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,145.0,3,2,6300000.0,5th settlement,3 - 2,0.67,43448.28
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,230.0,4,4,4750000.0,5th settlement,4 - 4,1.0,20652.17
Apartment,Dijar - New Cairo,Cairo,150.0,3,2,10000000.0,Other,3 - 2,0.67,66666.67
Apartment,New Capital City,Cairo,187.0,3,3,3480000.0,New Capital City,3 - 3,1.0,18609.63
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,215.0,3,3,8170000.0,5th settlement,3 - 3,1.0,38000.0
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,139.0,3,2,9982475.0,6th settlement,3 - 2,0.67,71816.37
Apartment,Dejoya 4 - New Capital City,Cairo,152.0,3,2,6553000.0,New Capital City,3 - 2,0.67,43111.84
Apartment,5th Settlement - New Cairo,Cairo,140.0,3,3,3000000.0,5th settlement,3 - 3,1.0,21428.57
Apartment,5th Settlement - New Cairo,Cairo,125.0,1,1,4200000.0,5th settlement,1 - 1,1.0,33600.0
Apartment,Sodic East - New Heliopolis,Cairo,125.0,2,3,9500000.0,New Heliopolis,2 - 3,1.5,76000.0
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,195.0,3,3,6500000.0,5th settlement,3 - 3,1.0,33333.33
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,165.0,3,3,8000000.0,1st settlement,3 - 3,1.0,48484.85
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,155.0,3,3,6300000.0,1st settlement,3 - 3,1.0,40645.16
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,180.0,3,2,6665000.0,5th settlement,3 - 2,0.67,37027.78
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,185.0,3,2,4000000.0,5th settlement,3 - 2,0.67,21621.62
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,9000000.0,5th settlement,3 - 3,1.0,52941.18
Apartment,5th Settlement - New Cairo,Cairo,185.0,3,3,3700000.0,5th settlement,3 - 3,1.0,20000.0
Apartment,5th Settlement - New Cairo,Cairo,200.0,3,3,4500000.0,5th settlement,3 - 3,1.0,22500.0
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,183.0,3,3,4200000.0,5th settlement,3 - 3,1.0,22950.82
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,143.0,3,2,7500000.0,5th settlement,3 - 2,0.67,52447.55
Apartment,5th Settlement - New Cairo,Cairo,78.0,1,1,3300000.0,5th settlement,1 - 1,1.0,42307.69
Apartment,Green Square - Mostakbal City,Cairo,208.0,4,3,7300000.0,Mostakbal City,4 - 3,0.75,35096.15
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,161.0,3,3,10000000.0,5th settlement,3 - 3,1.0,62111.8
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,14140000.0,5th settlement,2 - 2,1.0,108769.23
Apartment,Noor City - New Capital City,Cairo,67.0,1,1,3600000.0,New Capital City,1 - 1,1.0,53731.34
Apartment,Sarai - Mostakbal City,Cairo,110.0,2,2,4715000.0,Mostakbal City,2 - 2,1.0,42863.64
Apartment,Madinaty,Cairo,89.0,2,2,5500000.0,Madinaty,2 - 2,1.0,61797.75
Apartment,Nasr City,Cairo,165.0,3,2,3750000.0,Nasr City,3 - 2,0.67,22727.27
Apartment,La Rose Compound - 5th Settlement - New Cairo,Cairo,146.0,3,2,4000000.0,5th settlement,3 - 2,0.67,27397.26
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,145.0,3,2,7380000.0,5th settlement,3 - 2,0.67,50896.55
Apartment,Madinaty,Cairo,90.0,2,2,3800000.0,Madinaty,2 - 2,1.0,42222.22
Apartment,Blue Vert - New Capital City,Cairo,140.0,2,2,6000000.0,New Capital City,2 - 2,1.0,42857.14
Apartment,5th Settlement - New Cairo,Cairo,58.0,1,1,4200000.0,5th settlement,1 - 1,1.0,72413.79
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,114.0,2,2,8000000.0,1st settlement,2 - 2,1.0,70175.44
Apartment,Midtown Sky - New Capital City,Cairo,140.0,2,2,3562860.0,New Capital City,2 - 2,1.0,25449.0
Apartment,Madinaty,Cairo,77.0,2,1,6290000.0,Madinaty,2 - 1,0.5,81688.31
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,103.0,2,1,3315000.0,5th settlement,2 - 1,0.5,32184.47
Apartment,Stone Park Compound - Katameya,Cairo,174.0,3,2,13200000.0,Katameya,3 - 2,0.67,75862.07
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,17100000.0,5th settlement,3 - 2,0.67,106875.0
Apartment,Blue Vert - New Capital City,Cairo,140.0,3,2,6000000.0,New Capital City,3 - 2,0.67,42857.14
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,144.0,2,2,15400000.0,5th settlement,2 - 2,1.0,106944.44
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,195.0,3,2,4200000.0,5th settlement,3 - 2,0.67,21538.46
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,168.0,3,3,13500000.0,5th settlement,3 - 3,1.0,80357.14
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,145.0,3,2,3400000.0,5th settlement,3 - 2,0.67,23448.28
Apartment,New Cairo,Cairo,171.0,3,3,3582000.0,Other,3 - 3,1.0,20947.37
Apartment,Golden Square - 5th Settlement - New Cairo,Cairo,164.0,3,3,3400000.0,5th settlement,3 - 3,1.0,20731.71
Apartment,Sodic East - New Heliopolis,Cairo,181.0,4,4,9337000.0,New Heliopolis,4 - 4,1.0,51585.64
Apartment,Sodic East - New Heliopolis,Cairo,161.0,3,3,7692456.0,New Heliopolis,3 - 3,1.0,47779.23
Apartment,Isola - Sheraton,Cairo,150.0,3,2,9400000.0,Sheraton,3 - 2,0.67,62666.67
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,88.0,1,2,9402725.0,5th settlement,1 - 2,2.0,106849.15
Apartment,Mostakbal City,Cairo,111.0,2,2,4620000.0,Mostakbal City,2 - 2,1.0,41621.62
Apartment,Sakan Masr - 5th Settlement - New Cairo,Cairo,114.0,3,1,3200000.0,5th settlement,3 - 1,0.33,28070.18
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,145.0,3,3,12447000.0,5th settlement,3 - 3,1.0,85841.38
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,114.0,2,2,8600000.0,1st settlement,2 - 2,1.0,75438.6
Apartment,Nasr City,Cairo,165.0,3,2,3600000.0,Nasr City,3 - 2,0.67,21818.18
Apartment,Nasr City,Cairo,250.0,3,2,5000000.0,Nasr City,3 - 2,0.67,20000.0
Apartment,Haptown - Mostakbal City,Cairo,195.0,3,3,7200000.0,Mostakbal City,3 - 3,1.0,36923.08
Apartment,Al Maqsad - New Capital City,Cairo,178.0,3,3,3651000.0,New Capital City,3 - 3,1.0,20511.24
Apartment,Madinaty,Cairo,90.0,2,1,5300000.0,Madinaty,2 - 1,0.5,58888.89
Apartment,Madinaty,Cairo,78.0,2,1,3900000.0,Madinaty,2 - 1,0.5,50000.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,157.0,3,3,9249600.0,5th settlement,3 - 3,1.0,58914.65
Apartment,Degla View - Mokattam,Cairo,200.0,3,3,4000000.0,Mokattam,3 - 3,1.0,20000.0
Apartment,North Rehab - 1st Settlement - New Cairo,Cairo,156.0,3,2,4774000.0,1st settlement,3 - 2,0.67,30602.56
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,139.0,2,2,8000000.0,5th settlement,2 - 2,1.0,57553.96
Apartment,Akoya Compound - 5th Settlement - New Cairo,Cairo,172.0,2,2,9500000.0,5th settlement,2 - 2,1.0,55232.56
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,185.0,3,3,14000000.0,5th settlement,3 - 3,1.0,75675.68
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,183.0,3,3,5544000.0,5th settlement,3 - 3,1.0,30295.08
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,177.0,3,3,3900000.0,5th settlement,3 - 3,1.0,22033.9
Apartment,5th Settlement - New Cairo,Cairo,128.0,2,2,2700000.0,5th settlement,2 - 2,1.0,21093.75
Apartment,1st Settlement - New Cairo,Cairo,116.0,2,2,8000000.0,1st settlement,2 - 2,1.0,68965.52
Apartment,El Yasmeen 2 - 1st Settlement - New Cairo,Cairo,114.0,2,2,8000000.0,1st settlement,2 - 2,1.0,70175.44
Apartment,Stone Residence Compound - Katameya,Cairo,220.0,4,3,9750000.0,Katameya,4 - 3,0.75,44318.18
Apartment,1st Settlement - New Cairo,Cairo,132.0,3,2,6200000.0,1st settlement,3 - 2,0.67,46969.7
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,170.0,3,2,15000000.0,5th settlement,3 - 2,0.67,88235.29
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,150.0,3,2,11000000.0,5th settlement,3 - 2,0.67,73333.33
Apartment,Sheraton,Cairo,144.0,2,2,4900000.0,Sheraton,2 - 2,1.0,34027.78
Apartment,Sheraton,Cairo,160.0,3,2,5650000.0,Sheraton,3 - 2,0.67,35312.5
Apartment,5th Settlement - New Cairo,Cairo,70.0,1,1,3000000.0,5th settlement,1 - 1,1.0,42857.14
Apartment,Rehab City Compound - New Cairo,Cairo,155.0,2,2,8500000.0,Rehab City,2 - 2,1.0,54838.71
Apartment,Rehab City Compound - New Cairo,Cairo,152.0,2,2,8800000.0,Rehab City,2 - 2,1.0,57894.74
Apartment,Rehab City Compound - New Cairo,Cairo,165.0,3,2,9000000.0,Rehab City,3 - 2,0.67,54545.45
Apartment,Rehab City Compound - New Cairo,Cairo,150.0,2,2,8000000.0,Rehab City,2 - 2,1.0,53333.33
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,117.0,2,2,8750000.0,1st settlement,2 - 2,1.0,74786.32
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,199.0,3,3,6300000.0,5th settlement,3 - 3,1.0,31658.29
Apartment,Abasiya,Cairo,145.0,3,1,3200000.0,Abasiya,3 - 1,0.33,22068.97
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,195.0,3,3,11500000.0,5th settlement,3 - 3,1.0,58974.36
Apartment,Sarai - Mostakbal City,Cairo,182.0,3,4,6500000.0,Mostakbal City,3 - 4,1.33,35714.29
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,153.0,3,3,14515000.0,5th settlement,3 - 3,1.0,94869.28
Apartment,Madinaty,Cairo,141.0,3,3,9600000.0,Madinaty,3 - 3,1.0,68085.11
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,112.0,2,3,11850000.0,5th settlement,2 - 3,1.5,105803.57
Apartment,Valore Sheraton - Sheraton,Cairo,125.0,2,2,6000000.0,Sheraton,2 - 2,1.0,48000.0
Apartment,Al Burouj - Shorouk City,Cairo,140.0,2,2,4880000.0,Shorouk City,2 - 2,1.0,34857.14
Apartment,Aria Compound - Mostakbal City,Cairo,181.0,3,3,9850000.0,Mostakbal City,3 - 3,1.0,54419.89
Apartment,Madinaty,Cairo,56.0,1,1,2800000.0,Madinaty,1 - 1,1.0,50000.0
Apartment,Madinaty,Cairo,127.0,3,3,8700000.0,Madinaty,3 - 3,1.0,68503.94
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,154.0,3,3,16479047.0,5th settlement,3 - 3,1.0,107006.8
